Date,BTC,LTC,NMC,PPC,FTC,XRP,DOGE,VTC,DGB,RDD,DASH,XCP,MONA,GRS,XMR,CLOAK,BCN,NAV,XDN,BTS,VIA,XLM,SYS,EMC,GAME,XVG,BLOCK,XEM,ETH
2016-01-15T23:00:00Z,387.5360107422,3.0869400501,0.3997040093,0.4063799977,0.0028093799483,0.00511205010116,1.5502699534e-4,0.0209433995,1.3269699411e-4,1.790269926e-5,3.8902599812,0.5891990066,0.0653404966,0.0010545400437,0.496668011,0.0537623987,3.478609869e-5,0.00242646993138,5.815219993e-5,0.00307815009728,0.00404947018251,0.0017477000365,3.7137500476e-4,0.2508899868,0.00845228042454,1.155009977e-5,0.0238464009,2.7806099388e-4,1.2202899456
2016-01-16T23:00:00Z,382.2990112305,3.0261900425,0.3927139938,0.4112989902,0.0028246100992,0.0052657998167,1.5215300664e-4,0.0201311,1.2346899894e-4,1.846409941e-5,4.9534897804,0.5361970067,0.0630868971,0.0010066999821,0.450774014,0.045917701,3.371619823e-5,0.00199855002575,6.129930262e-5,0.00303681008518,0.00375675992109,0.00171440001577,3.4694198985e-4,0.2099719942,0.00815032981336,8.16390002e-6,0.0415644012,2.9381699278e-4,1.327469945
2016-01-17T23:00:00Z,387.1679992676,3.0489599705,0.3960950077,0.3995740116,0.00282499007881,0.00532602984458,1.5117399744e-4,0.0201140009,1.2385500304e-4,2.043710083e-5,4.3720297813,0.5837209821,0.0649978966,0.00116085994523,0.5023459792,0.0461483002,3.510210081e-5,0.00241582002491,6.255899643e-5,0.00303829996847,0.00351090007462,0.00171147997025,3.6161098978e-4,0.1913000047,0.00815530959517,8.50640026e-6,0.0419155993,3.5182401189e-4,1.4263399839
2016-01-18T23:00:00Z,380.1489868164,3.0174400806,0.3889079988,0.3944500089,0.0025839000009,0.00527071021497,1.4810399443e-4,0.0197701007,1.2183399667e-4,2.178790055e-5,3.8696100712,0.5350329876,0.0633058026,0.00122961995658,0.5459039807,0.0454046987,3.352839849e-5,0.00223017996177,6.08863993e-5,0.00303839007393,0.00333994999528,0.00182632997166,3.3207400702e-4,0.1787150055,0.00782733038068,9.2176997e-6,0.0506469011,4.6776400995e-4,1.3713899851
2016-01-19T23:00:00Z,420.2300109863,3.3885300159,0.4260750115,0.4218249917,0.00297609996051,0.00538086984307,1.6804000188e-4,0.0211820006,1.4760700287e-4,2.480220064e-5,4.7742199898,0.7293999791,0.0614201017,0.00138766004238,0.5350949764,0.0502803996,3.497790021e-5,0.00235083000734,6.285549898e-5,0.00316297006793,0.00366009003483,0.00182136998046,3.700729867e-4,0.1488929987,0.00820534024388,8.78349965e-6,0.0548872985,6.0554302763e-4,1.5318200588
2016-01-20T23:00:00Z,410.2619934082,3.2207798958,0.4128479958,0.4096570015,0.00287118996494,0.00531256990507,1.6325399338e-4,0.0208471008,1.5198400069e-4,2.447460065e-5,5.1455698013,0.6201289892,0.0604235008,0.00154175003991,0.5493620038,0.0357839018,3.600510172e-5,0.00253979000263,6.333189958e-5,0.00307299010456,0.00343381008133,0.00173807004467,3.4836999839e-4,0.1603399962,0.00781182991341,8.32850037e-6,0.0596865006,4.6825699974e-4,1.5535700321
2016-01-21T23:00:00Z,382.4920043945,3.076570034,0.3872840106,0.3936110139,0.00271088001318,0.00511437002569,1.6824599879e-4,0.0195784997,1.4478599769e-4,2.115129973e-5,5.1255202293,0.6054509878,0.0590948984,0.00102796999272,0.5369949937,0.0420046002,3.347789971e-5,0.00243582995608,5.743420115e-5,0.00304272002541,0.00382010010071,0.00170392997097,3.9697799366e-4,0.1272380054,0.00687464000657,1.51086997e-5,0.0438644998,4.4989900198e-4,1.5012700558
2016-01-22T23:00:00Z,387.4909973145,3.1034801006,0.3903450072,0.3948360085,0.00274119991809,0.00512009020895,1.723299938e-4,0.0234740004,1.3903299987e-4,1.971090023e-5,4.4936699867,0.580591023,0.0585406013,0.00104693998583,0.6160200238,0.0427539982,3.332829874e-5,0.00241029006429,6.02024993e-5,0.00304099009372,0.00372108002193,0.00169562001247,3.895300033e-4,0.1311669946,0.00717813987285,1.189239993e-5,0.0352111012,4.5455500367e-4,1.9726699591
2016-01-23T23:00:00Z,402.9710083008,3.1809999943,0.404253006,0.4167200029,0.00291741988622,0.00521937990561,1.9318600243e-4,0.0223907009,1.4109299809e-4,2.380389924e-5,4.3958001137,0.7035350204,0.0600778982,0.00109669996891,0.6220499873,0.0252119992,3.386980097e-5,0.00219738995656,6.080700041e-5,0.00309245008975,0.00340389995836,0.00172333000228,4.0833299863e-4,0.1274220049,0.00733635015786,8.69670021e-6,0.0399716012,4.133709881e-4,2.1412000656
2016-01-24T23:00:00Z,391.7260131836,3.1272799969,0.3990550041,0.3986150026,0.00278170988895,0.00513465004042,2.1172099514e-4,0.0222490001,1.3325600594e-4,2.171579945e-5,4.0174999237,0.6038609743,0.0600350015,0.00176341994666,0.581354022,0.0380985998,3.488810034e-5,0.00235888990574,5.993300147e-5,0.00314182997681,0.003271919908,0.001709460048,3.5919301445e-4,0.1590240002,0.00846902001649,8.62819979e-6,0.0372396,3.7867500214e-4,2.4992699623
